               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 273,             0.06118,            0.022513,            0.011384,             0.72108,             0.34615,               0.205,            0.033745,            0.046464,           0.0096953,           0.0066628,           0.0023524,           0.0023524,            0.075052
                 274,             0.06634,            0.024159,            0.016303,             0.52519,             0.16306,            0.023606,           0.0026773,            0.048894,           0.0097128,           0.0096601,           0.0023584,           0.0023584,            0.074958
                 275,            0.058738,            0.026981,             0.01807,            0.029721,             0.32418,             0.01402,           0.0024751,              0.0557,           0.0092564,            0.017316,           0.0023644,           0.0023644,            0.074864
                 276,            0.059298,            0.026384,            0.012062,             0.52153,             0.21429,            0.018991,            0.002838,             0.05475,           0.0094526,            0.017942,           0.0023703,           0.0023703,             0.07477
                 277,            0.060128,            0.025488,             0.01265,             0.02235,             0.32418,            0.012338,           0.0022212,            0.055774,           0.0094118,            0.021459,           0.0023763,           0.0023763,            0.074676
                 278,            0.060072,            0.025147,            0.013978,             0.53487,            0.035714,            0.010835,           0.0013507,            0.057641,           0.0092775,            0.023641,           0.0023822,           0.0023822,            0.074582
                 279,            0.060666,            0.022171,           0.0099054,            0.010121,             0.32692,           0.0058282,          0.00084642,             0.06096,           0.0089577,            0.027581,           0.0023881,           0.0023881,            0.074488
                 280,            0.060778,            0.025548,            0.013562,             0.01161,             0.32418,           0.0083192,           0.0011719,            0.058622,           0.0091346,            0.024031,           0.0023939,           0.0023939,            0.074394
                 281,            0.058181,            0.024493,           0.0097262,            0.016644,            0.071429,           0.0086797,           0.0010081,            0.060022,            0.009154,            0.027222,           0.0023997,           0.0023997,              0.0743
                 282,            0.063071,            0.024348,            0.012765,            0.010249,             0.25275,           0.0070992,          0.00093627,            0.060577,           0.0090811,            0.028025,           0.0024055,           0.0024055,            0.074206
                 283,            0.062511,            0.023984,            0.010616,            0.010834,             0.18132,           0.0074661,           0.0014306,            0.062429,           0.0091282,             0.02887,           0.0024113,           0.0024113,            0.074111
                 284,            0.060912,            0.028932,            0.012343,             0.61912,            0.071429,            0.062551,            0.012075,            0.051675,           0.0094916,            0.010689,           0.0024171,           0.0024171,            0.074017
                 285,            0.061335,             0.02666,            0.012217,             0.99782,             0.42308,             0.47289,             0.21977,            0.041756,            0.010038,           0.0091268,           0.0024228,           0.0024228,            0.073923
                 286,            0.058835,            0.024742,            0.012378,                   1,             0.42195,             0.43721,             0.11473,            0.045461,            0.009925,            0.013142,           0.0024285,           0.0024285,            0.073828
                 287,            0.059351,            0.025264,            0.011529,             0.95401,             0.42308,             0.43058,             0.27369,            0.039185,            0.010265,            0.013995,           0.0024341,           0.0024341,            0.073734
                 288,            0.058072,            0.024591,           0.0099054,             0.99815,             0.42308,             0.43639,             0.13054,            0.046864,           0.0096643,            0.011631,           0.0024398,           0.0024398,             0.07364
                 289,            0.059466,            0.028591,            0.011721,             0.95704,             0.42308,             0.42708,             0.10731,            0.045231,           0.0098589,            0.013739,           0.0024454,           0.0024454,            0.073545
                 290,            0.057134,            0.026803,            0.011023,             0.91431,             0.42308,             0.40372,             0.10896,            0.049057,           0.0097133,            0.012354,            0.002451,            0.002451,            0.073451
                 291,             0.05845,            0.025256,            0.012325,             0.74986,             0.42308,             0.26181,            0.064399,            0.044179,           0.0099645,             0.01099,           0.0024565,           0.0024565,            0.073357
                 292,            0.059835,            0.024916,            0.012975,             0.80965,             0.26923,             0.24241,            0.026335,             0.04665,           0.0098071,           0.0075907,           0.0024621,           0.0024621,            0.073262
                 293,            0.060289,            0.025341,            0.012036,             0.74993,             0.42308,             0.25735,            0.031936,            0.035853,            0.010616,           0.0058677,           0.0024676,           0.0024676,            0.073168
                 294,            0.061374,            0.025618,            0.010212,             0.72319,             0.37253,             0.23626,            0.036308,            0.041387,           0.0099134,           0.0058764,            0.002473,            0.002473,            0.073073
                 295,            0.059218,            0.025893,            0.011314,             0.99922,             0.42308,             0.45671,            0.066014,            0.041125,            0.010537,            0.006045,           0.0024785,           0.0024785,            0.072978
                 296,            0.058363,            0.023507,            0.011538,             0.76147,             0.42308,             0.28562,            0.037507,            0.043235,           0.0098973,           0.0070886,           0.0024839,           0.0024839,            0.072884
                 297,            0.057722,            0.025667,            0.011072,             0.99957,             0.42308,              0.4687,              0.1172,            0.040736,            0.010483,           0.0057386,           0.0024893,           0.0024893,            0.072789
                 298,            0.058581,            0.027818,            0.010065,             0.74982,              0.4225,             0.23214,             0.11981,             0.03811,            0.010327,           0.0060103,           0.0024947,           0.0024947,            0.072695
                 299,            0.057718,            0.026548,            0.012566,              0.8031,             0.30769,             0.29132,            0.031641,            0.042809,            0.010578,           0.0062121,              0.0025,              0.0025,              0.0726
                 300,            0.058301,            0.024861,            0.011226,              0.9997,             0.42308,             0.42823,            0.069175,            0.047829,            0.012356,           0.0050054,           0.0025053,           0.0025053,            0.072505
                 301,            0.061245,             0.02604,            0.013212,             0.95454,              0.3846,             0.36963,            0.047621,            0.048534,            0.014226,           0.0048665,           0.0025106,           0.0025106,            0.072411
                 302,            0.059464,            0.026449,            0.012959,             0.63076,             0.38462,             0.16988,             0.02372,            0.047666,            0.021586,            0.035733,           0.0025159,           0.0025159,            0.072316
                 303,            0.059013,            0.026117,            0.012295,             0.56798,             0.42308,            0.094268,            0.013981,            0.045165,            0.010698,           0.0061205,           0.0025211,           0.0025211,            0.072221
                 304,            0.059367,             0.02603,           0.0095653,             0.81815,             0.26923,             0.24548,            0.029366,            0.047452,            0.012362,           0.0048713,           0.0025263,           0.0025263,            0.072126
                 305,            0.058691,            0.023886,            0.010438,             0.63634,             0.23077,             0.09389,           0.0097959,            0.053524,            0.011958,            0.012043,           0.0025315,           0.0025315,            0.072032
                 306,            0.061034,            0.026671,             0.01064,              0.8209,             0.34468,             0.28607,            0.034564,            0.048721,            0.011017,            0.013559,           0.0025367,           0.0025367,            0.071937
                 307,            0.057231,            0.025009,             0.01112,             0.62341,             0.19231,            0.075993,           0.0078217,             0.04971,            0.012095,            0.016596,           0.0025418,           0.0025418,            0.071842
                 308,            0.057273,            0.025141,            0.011796,             0.61503,             0.11538,            0.034914,           0.0041366,            0.047844,            0.017436,            0.025825,           0.0025469,           0.0025469,            0.071747
                 309,              0.0556,            0.024915,           0.0098859,             0.74997,             0.42308,              0.2182,            0.037275,            0.049551,            0.014139,            0.020538,           0.0025519,           0.0025519,            0.071652
                 310,            0.063001,            0.026413,            0.011834,             0.74992,             0.42308,             0.21719,            0.023266,            0.047142,            0.011899,            0.016327,            0.002557,            0.002557,            0.071557
                 311,            0.056288,            0.024104,            0.012197,             0.51485,             0.42308,            0.017943,           0.0023735,            0.053564,            0.011429,            0.011437,            0.002562,            0.002562,            0.071462
                 312,            0.058626,            0.022336,            0.010033,             0.69134,             0.42308,             0.18682,            0.022248,            0.048053,           0.0095878,           0.0091933,            0.002567,            0.002567,            0.071367
                 313,            0.057003,            0.024532,           0.0094436,             0.70359,             0.42308,             0.22167,            0.031399,            0.045329,           0.0090237,           0.0060458,           0.0025719,           0.0025719,            0.071272
                 314,            0.056146,            0.025834,             0.01132,             0.76589,             0.26255,             0.21722,             0.02856,            0.045505,           0.0088914,           0.0060674,           0.0025769,           0.0025769,            0.071177
                 315,            0.059818,            0.024742,            0.011515,              0.7508,             0.30769,             0.23094,            0.028098,            0.042396,           0.0092691,           0.0055901,           0.0025818,           0.0025818,            0.071082
                 316,            0.054284,            0.025085,           0.0089952,             0.99594,             0.42308,             0.47465,             0.14945,            0.049534,           0.0087437,           0.0069761,           0.0025866,           0.0025866,            0.070987
                 317,            0.056996,            0.027376,            0.010485,             0.59033,             0.42308,             0.11171,            0.019142,            0.052917,           0.0088856,            0.005341,           0.0025915,           0.0025915,            0.070891
                 318,            0.059477,            0.025169,             0.01034,             0.99522,             0.42308,             0.44077,             0.13095,            0.047573,           0.0088161,           0.0054534,           0.0025963,           0.0025963,            0.070796
                 319,            0.057504,            0.023594,            0.013578,            0.040417,             0.17857,            0.033726,           0.0045341,            0.054294,           0.0082098,           0.0071184,           0.0026011,           0.0026011,            0.070701
                 320,            0.056924,            0.025226,           0.0098165,             0.54386,                0.25,            0.040509,            0.007174,            0.058711,           0.0080816,            0.019895,           0.0026059,           0.0026059,            0.070606
                 321,            0.060093,            0.027007,            0.010406,             0.57067,             0.10714,            0.035044,           0.0049098,             0.05863,           0.0080189,            0.021261,           0.0026106,           0.0026106,            0.070511
                 322,            0.055392,            0.024532,            0.008621,             0.53098,            0.071429,            0.018509,           0.0039706,            0.058876,           0.0078971,            0.021877,           0.0026153,           0.0026153,            0.070415
                 323,            0.056373,            0.024404,           0.0082948,             0.51764,                0.25,            0.012842,           0.0027515,            0.059814,           0.0077231,            0.022976,             0.00262,             0.00262,             0.07032
                 324,            0.055859,            0.022677,           0.0064277,             0.51793,                0.25,            0.012465,           0.0018918,            0.059763,           0.0077145,            0.025413,           0.0026246,           0.0026246,            0.070225
                 325,            0.057379,            0.023877,            0.011113,             0.51296,             0.10714,           0.0072222,          0.00097732,            0.062954,           0.0073088,            0.022372,           0.0026292,           0.0026292,            0.070129
                 326,            0.058135,            0.024359,           0.0099092,             0.51611,                0.25,            0.010108,           0.0020142,            0.058595,           0.0082582,            0.025917,           0.0026338,           0.0026338,            0.070034
                 327,            0.057844,             0.02797,           0.0085677,             0.51941,             0.28571,            0.014195,           0.0032062,            0.056872,           0.0087084,            0.027354,           0.0026384,           0.0026384,            0.069938
                 328,            0.057628,            0.025098,           0.0096911,             0.55686,             0.14286,            0.037508,           0.0059775,            0.058499,           0.0084756,            0.023603,           0.0026429,           0.0026429,            0.069843
                 329,            0.055789,            0.020685,           0.0072407,             0.52879,                0.25,            0.028476,           0.0049607,            0.060434,           0.0085337,            0.024552,           0.0026475,           0.0026475,            0.069747
                 330,            0.055709,            0.023999,            0.010662,             0.53789,             0.32143,            0.032553,           0.0089624,            0.052779,           0.0092499,            0.012288,           0.0026519,           0.0026519,            0.069652
                 331,            0.055903,             0.02431,           0.0082002,            0.027575,             0.32418,            0.012436,           0.0028603,            0.058886,           0.0090021,            0.022266,           0.0026564,           0.0026564,            0.069556
                 332,            0.057588,            0.025225,            0.010651,             0.99764,             0.42308,             0.45861,             0.22804,            0.037336,            0.010192,           0.0051049,           0.0026608,           0.0026608,            0.069461
                 333,            0.056961,            0.028103,           0.0079033,             0.48989,             0.42308,             0.43789,            0.070158,            0.045648,           0.0094699,           0.0070548,           0.0026652,           0.0026652,            0.069365
                 334,            0.059167,            0.022945,           0.0091513,             0.52756,            0.071429,           0.0090052,           0.0016301,            0.057007,           0.0085529,            0.015282,           0.0026696,           0.0026696,             0.06927
                 335,            0.060863,            0.025146,           0.0097565,             0.52161,             0.14286,            0.018022,           0.0033464,            0.048583,           0.0097501,            0.013379,           0.0026739,           0.0026739,            0.069174
                 336,            0.054582,            0.027142,           0.0091616,             0.51917,            0.071429,            0.012664,           0.0023765,            0.053351,           0.0094093,            0.020187,           0.0026782,           0.0026782,            0.069078
                 337,            0.057162,            0.022918,           0.0088138,            0.022393,             0.10714,            0.011753,           0.0023442,            0.057559,             0.00914,            0.030205,           0.0026825,           0.0026825,            0.068983
                 338,            0.055636,            0.027713,           0.0089148,             0.52984,            0.071429,            0.016283,           0.0032061,            0.053905,           0.0091468,            0.027564,           0.0026868,           0.0026868,            0.068887
                 339,            0.055032,            0.024199,           0.0089285,             0.52365,                0.25,            0.020484,           0.0023778,            0.050446,           0.0089295,            0.015006,            0.002691,            0.002691,            0.068791
                 340,            0.056319,            0.024496,           0.0076527,             0.51655,             0.28571,            0.012494,           0.0019458,            0.054208,           0.0082411,            0.016792,           0.0026952,           0.0026952,            0.068695
                 341,            0.055821,            0.023793,           0.0096098,             0.54508,            0.035714,           0.0077306,           0.0013002,            0.056894,           0.0079664,            0.021691,           0.0026994,           0.0026994,            0.068599
                 342,            0.054179,             0.02293,           0.0090874,             0.66615,            0.035714,             0.02546,           0.0033701,            0.055974,           0.0089693,            0.019877,           0.0027035,           0.0027035,            0.068503
                 343,            0.059798,            0.023399,            0.010738,             0.12023,             0.36264,            0.043265,           0.0084121,            0.051411,            0.010463,            0.011478,           0.0027076,           0.0027076,            0.068408
                 344,            0.055756,            0.024888,            0.010151,            0.024187,             0.32418,            0.016333,           0.0022002,            0.052268,            0.010619,            0.019368,           0.0027117,           0.0027117,            0.068312
                 345,             0.05621,            0.026773,           0.0063208,            0.060266,            0.035714,           0.0094438,             0.00225,            0.055269,            0.010618,            0.057397,           0.0027157,           0.0027157,            0.068216
                 346,            0.057679,            0.024939,            0.010644,            0.053653,             0.43956,            0.055282,           0.0066282,            0.051386,            0.011241,            0.025689,           0.0027198,           0.0027198,             0.06812
                 347,            0.054641,            0.027013,            0.010924,             0.49417,             0.37912,             0.38509,            0.051574,            0.037841,            0.010781,           0.0020052,           0.0027238,           0.0027238,            0.068024
                 348,            0.055394,            0.028234,            0.011575,             0.23742,             0.65211,             0.25226,            0.059712,            0.044706,            0.010655,           0.0053623,           0.0027277,           0.0027277,            0.067928
                 349,             0.05633,            0.026226,           0.0075526,             0.52462,             0.45405,             0.43408,            0.083703,            0.042642,           0.0094343,           0.0072993,           0.0027317,           0.0027317,            0.067832
                 350,            0.056794,            0.026493,           0.0077812,             0.99901,             0.42308,             0.42833,            0.089038,            0.039579,            0.009544,           0.0069018,           0.0027356,           0.0027356,            0.067736
                 351,            0.053514,            0.028298,            0.008493,             0.89005,             0.42308,             0.38947,             0.12862,             0.04033,           0.0096778,           0.0066773,           0.0027395,           0.0027395,            0.067639
                 352,            0.053111,            0.024362,           0.0085624,              0.6212,             0.42308,             0.15577,            0.030488,            0.037557,            0.010011,           0.0065958,           0.0027433,           0.0027433,            0.067543
                 353,            0.056936,            0.021377,           0.0088216,             0.99993,             0.42308,             0.45021,             0.12203,            0.038979,           0.0095579,           0.0067511,           0.0027471,           0.0027471,            0.067447
                 354,              0.0547,            0.024686,            0.011132,             0.95452,             0.38462,             0.37895,            0.053451,            0.039166,           0.0098654,           0.0069259,           0.0027509,           0.0027509,            0.067351
                 355,            0.052737,            0.025574,           0.0089359,             0.99987,             0.42308,             0.43172,            0.065024,            0.046462,            0.011623,           0.0079402,           0.0027547,           0.0027547,            0.067255
                 356,            0.056444,            0.025586,           0.0083641,             0.99977,             0.42308,             0.52297,            0.077948,            0.040613,            0.012373,           0.0028677,           0.0027585,           0.0027585,            0.067158
                 357,            0.053205,            0.026759,           0.0087877,             0.99987,             0.42308,             0.48779,            0.099841,            0.039955,            0.011007,           0.0027553,           0.0027622,           0.0027622,            0.067062
                 358,            0.058025,            0.025164,            0.011125,             0.99991,             0.42308,             0.45518,            0.053161,            0.041252,            0.010886,            0.015028,           0.0027658,           0.0027658,            0.066966
                 359,            0.053586,            0.023929,           0.0086956,            0.011475,             0.21978,           0.0063787,           0.0011439,            0.051025,            0.011492,            0.052848,           0.0027695,           0.0027695,            0.066869
                 360,            0.055594,            0.025744,           0.0075539,            0.038143,             0.14835,            0.017583,           0.0040575,            0.053953,             0.01108,            0.036739,           0.0027731,           0.0027731,            0.066773
                 361,            0.055358,            0.025144,           0.0092749,            0.011124,             0.25549,           0.0088117,            0.001438,            0.053062,            0.012212,            0.041604,           0.0027767,           0.0027767,            0.066677
                 362,            0.054374,            0.025926,           0.0062755,            0.016297,             0.18407,           0.0093818,           0.0017123,            0.049829,            0.011473,             0.05464,           0.0027803,           0.0027803,             0.06658
                 363,            0.052669,            0.025683,           0.0083982,            0.031026,              0.1456,             0.01252,           0.0017042,            0.050129,            0.010663,            0.052446,           0.0027838,           0.0027838,            0.066484
                 364,             0.05606,            0.024648,           0.0080252,             0.47192,             0.40189,             0.33436,            0.060909,            0.044136,           0.0099506,            0.003772,           0.0027873,           0.0027873,            0.066387
                 365,            0.059166,            0.025465,            0.010793,             0.76626,             0.67308,             0.66365,             0.16975,            0.034807,            0.010641,           0.0020746,           0.0027908,           0.0027908,            0.066291
                 366,            0.059083,            0.025004,            0.013998,             0.96398,             0.49431,             0.53814,             0.11599,            0.039174,             0.01053,           0.0040036,           0.0027943,           0.0027943,            0.066194
                 367,            0.052767,            0.024326,           0.0079695,             0.99936,             0.42308,             0.51128,            0.077145,            0.035572,             0.01105,           0.0017753,           0.0027977,           0.0027977,            0.066098
                 368,            0.055876,            0.023392,            0.007085,             0.99969,             0.42308,             0.50456,             0.12459,            0.038703,            0.011313,           0.0015782,           0.0028011,           0.0028011,            0.066001
                 369,            0.052637,            0.023181,           0.0074045,             0.77485,             0.42259,              0.3523,            0.062649,            0.037995,            0.010568,           0.0041105,           0.0028044,           0.0028044,            0.065904
                 370,            0.058563,            0.026409,           0.0077826,             0.99879,             0.42308,             0.46634,            0.067943,            0.036419,             0.00941,           0.0067418,           0.0028078,           0.0028078,            0.065808
                 371,            0.056145,            0.027286,            0.011888,             0.99994,             0.42308,             0.43989,            0.091266,             0.03684,           0.0097126,           0.0066957,           0.0028111,           0.0028111,            0.065711
                 372,            0.055552,            0.024478,           0.0091094,             0.99987,             0.42308,             0.46526,             0.12571,            0.039955,            0.010807,           0.0065983,           0.0028144,           0.0028144,            0.065614
                 373,            0.055212,            0.027192,            0.010426,             0.99984,             0.42308,             0.45885,            0.084193,             0.03713,            0.015537,           0.0063865,           0.0028176,           0.0028176,            0.065518
                 374,            0.055943,               0.027,           0.0094201,             0.90886,             0.34615,             0.37928,            0.051195,             0.04134,            0.010638,           0.0054151,           0.0028208,           0.0028208,            0.065421
                 375,            0.051705,            0.023953,           0.0072912,             0.99983,             0.42308,             0.44661,             0.10888,            0.036737,            0.010211,           0.0035387,            0.002824,            0.002824,            0.065324
                 376,             0.05273,            0.027349,           0.0099339,             0.72472,             0.34541,             0.20241,            0.034273,            0.045802,            0.011214,            0.023762,           0.0028272,           0.0028272,            0.065227
                 377,            0.055554,            0.023759,           0.0071735,             0.99985,             0.42308,             0.42464,             0.10149,             0.03993,            0.011111,            0.031203,           0.0028303,           0.0028303,             0.06513
                 378,            0.053014,            0.024465,           0.0062189,             0.99988,             0.42308,             0.42385,             0.08257,            0.043824,            0.012791,             0.03394,           0.0028334,           0.0028334,            0.065033
                 379,            0.057575,            0.024023,           0.0097144,             0.91663,              0.3844,             0.36948,            0.046845,            0.040062,            0.010618,             0.02453,           0.0028365,           0.0028365,            0.064937
                 380,            0.054925,            0.025167,           0.0080828,             0.74979,             0.42308,             0.22779,            0.044055,            0.043366,            0.011667,            0.027902,           0.0028395,           0.0028395,             0.06484
                 381,            0.053005,            0.024565,           0.0072642,             0.99998,             0.42308,             0.53157,             0.13353,             0.03419,           0.0091837,           0.0062023,           0.0028426,           0.0028426,            0.064743
                 382,            0.052974,            0.023774,           0.0065925,             0.99728,             0.42308,             0.44387,             0.13078,            0.035272,            0.010581,           0.0072961,           0.0028456,           0.0028456,            0.064646
                 383,            0.052311,            0.026195,           0.0070395,             0.65512,            0.071429,            0.038162,           0.0091238,            0.053398,           0.0099636,             0.01416,           0.0028485,           0.0028485,            0.064549
                 384,            0.055073,            0.023256,           0.0082423,             0.61382,             0.10714,            0.045412,            0.012331,            0.053509,            0.010716,            0.017685,           0.0028514,           0.0028514,            0.064451
                 385,            0.054431,            0.024085,           0.0071386,             0.68717,            0.071429,            0.047108,             0.01654,             0.04841,            0.011909,            0.015647,           0.0028544,           0.0028544,            0.064354
                 386,            0.055088,            0.024029,           0.0094769,             0.56507,            0.071429,            0.024364,           0.0037664,            0.052648,            0.013129,            0.026777,           0.0028572,           0.0028572,            0.064257
                 387,            0.053955,            0.025155,           0.0065897,             0.61831,             0.10714,            0.040874,           0.0097344,            0.053717,            0.012629,            0.027264,           0.0028601,           0.0028601,             0.06416
                 388,            0.052697,            0.027041,           0.0072471,             0.82582,            0.071429,             0.11022,            0.031616,            0.050581,            0.011939,            0.014925,           0.0028629,           0.0028629,            0.064063
                 389,            0.055049,            0.024569,           0.0048701,             0.74965,             0.10689,            0.095191,            0.014915,            0.053168,            0.012644,            0.018281,           0.0028657,           0.0028657,            0.063966
                 390,            0.059072,            0.024825,            0.011931,             0.58417,             0.17857,            0.067709,           0.0074959,             0.05312,            0.015256,             0.01656,           0.0028684,           0.0028684,            0.063868
                 391,            0.056396,            0.025615,            0.006754,             0.24138,             0.81593,             0.30415,            0.048857,             0.04417,            0.015712,           0.0095489,           0.0028712,           0.0028712,            0.063771
                 392,            0.052726,            0.024662,           0.0067746,             0.54912,             0.53022,             0.44839,             0.13194,            0.037577,            0.013388,           0.0072103,           0.0028739,           0.0028739,            0.063674
                 393,            0.055785,            0.023664,           0.0088857,             0.99982,             0.42308,             0.46714,            0.060773,            0.043426,            0.010737,           0.0071264,           0.0028765,           0.0028765,            0.063577
                 394,            0.055472,            0.025842,           0.0081178,             0.99988,             0.42308,             0.48784,             0.13477,            0.034562,            0.010696,           0.0068743,           0.0028792,           0.0028792,            0.063479
                 395,            0.050956,            0.023333,            0.007909,             0.99989,             0.42308,             0.44409,            0.075976,              0.0448,            0.010667,           0.0070579,           0.0028818,           0.0028818,            0.063382
                 396,             0.05431,            0.022512,           0.0084944,             0.99986,             0.42308,              0.4401,              0.1273,            0.037124,            0.011638,             0.00753,           0.0028844,           0.0028844,            0.063284
                 397,            0.053725,            0.026532,           0.0096572,             0.91665,             0.38454,             0.38262,            0.047381,            0.042475,            0.010634,            0.020233,           0.0028869,           0.0028869,            0.063187
                 398,            0.055457,            0.024871,            0.008704,             0.99996,             0.42308,             0.52742,             0.13378,            0.034449,            0.011697,           0.0035548,           0.0028895,           0.0028895,            0.063089
                 399,            0.049923,            0.026101,           0.0059332,             0.99995,             0.42308,             0.45623,             0.16308,            0.034629,            0.010969,           0.0080435,            0.002892,            0.002892,            0.062992
                 400,            0.056816,            0.025268,           0.0088197,             0.99993,             0.42308,             0.44093,             0.14727,            0.035511,            0.010115,           0.0063756,           0.0028944,           0.0028944,            0.062894
                 401,            0.055387,            0.021359,           0.0079387,             0.99983,             0.42308,               0.442,            0.060348,            0.044058,           0.0098561,           0.0053141,           0.0028969,           0.0028969,            0.062797
                 402,            0.052208,             0.02568,           0.0058747,              0.9999,             0.42308,             0.43844,             0.10946,            0.042117,           0.0097903,            0.004082,           0.0028993,           0.0028993,            0.062699
                 403,            0.052554,            0.024226,           0.0071051,             0.99983,             0.42308,             0.44903,             0.10687,            0.038576,            0.011077,           0.0034339,           0.0029017,           0.0029017,            0.062602
                 404,            0.054987,             0.02442,           0.0052897,             0.90889,             0.34615,             0.32939,            0.041797,            0.042881,            0.011345,           0.0039568,            0.002904,            0.002904,            0.062504
                 405,            0.052401,            0.023139,           0.0077917,              0.8635,             0.30769,             0.27976,            0.032494,            0.040954,            0.011715,             0.00468,           0.0029063,           0.0029063,            0.062406
                 406,            0.053621,            0.024992,           0.0055042,             0.49989,             0.42308,             0.43107,             0.11642,            0.039759,            0.013424,           0.0065985,           0.0029086,           0.0029086,            0.062309
                 407,            0.053381,            0.023519,           0.0067562,             0.18754,             0.63736,             0.18027,             0.03749,            0.041061,            0.015017,            0.007679,           0.0029109,           0.0029109,            0.062211
                 408,            0.053841,            0.024591,           0.0043103,             0.45242,             0.60165,             0.45594,            0.084172,            0.039476,            0.014626,           0.0084506,           0.0029132,           0.0029132,            0.062113
                 409,            0.053514,            0.022292,           0.0048841,             0.23803,             0.38442,               0.224,            0.077566,            0.039789,            0.013116,            0.007562,           0.0029154,           0.0029154,            0.062015
                 410,            0.053358,            0.023502,           0.0094193,             0.55748,             0.56593,             0.49427,            0.067487,            0.039244,            0.012452,           0.0097378,           0.0029175,           0.0029175,            0.061918
                 411,            0.055229,            0.026208,           0.0065171,             0.54192,             0.56425,             0.46036,            0.061508,            0.036957,            0.014746,           0.0096777,           0.0029197,           0.0029197,             0.06182
                 412,            0.050493,            0.021769,           0.0061842,             0.47773,             0.45604,             0.40113,            0.050548,            0.038526,            0.020305,           0.0092043,           0.0029218,           0.0029218,            0.061722
                 413,            0.054738,            0.024399,           0.0062789,             0.54151,             0.56593,             0.46268,            0.072704,            0.035003,            0.012749,             0.01103,           0.0029239,           0.0029239,            0.061624
                 414,            0.050393,             0.02396,           0.0058471,             0.53237,             0.56593,             0.45411,             0.13715,            0.032007,            0.015448,           0.0093237,            0.002926,            0.002926,            0.061526
                 415,            0.056229,            0.025205,           0.0069884,             0.65986,             0.49451,             0.54287,             0.19826,            0.030863,            0.012026,            0.016104,            0.002928,            0.002928,            0.061428
                 416,             0.05076,            0.023413,           0.0068547,             0.99998,             0.42308,             0.44385,            0.075481,            0.038257,            0.010853,            0.031589,             0.00293,             0.00293,             0.06133
                 417,            0.055127,            0.023249,           0.0070586,             0.99952,             0.42308,             0.43528,            0.074428,            0.035049,            0.010897,            0.032321,            0.002932,            0.002932,            0.061232
                 418,            0.052739,            0.026571,           0.0075549,             0.99941,             0.42308,             0.42907,              0.1094,            0.039374,            0.010761,            0.029543,            0.002934,            0.002934,            0.061134
                 419,            0.052203,            0.024385,           0.0055019,             0.49967,             0.42308,              0.4596,             0.12598,            0.035306,            0.013772,            0.030851,           0.0029359,           0.0029359,            0.061036
                 420,             0.05319,            0.024368,           0.0056989,             0.51221,             0.71429,              0.5705,              0.3424,            0.031907,            0.015352,           0.0016717,           0.0029378,           0.0029378,            0.060938
                 421,            0.049778,            0.024164,           0.0081555,             0.10958,             0.56593,            0.075611,             0.02794,            0.036204,            0.020034,            0.024452,           0.0029397,           0.0029397,             0.06084
                 422,            0.055052,            0.026181,           0.0076685,             0.51169,             0.60165,             0.47784,             0.20038,            0.031734,            0.018713,           0.0044577,           0.0029415,           0.0029415,            0.060742
                 423,            0.054826,            0.023232,           0.0072305,             0.99996,             0.42308,             0.45947,              0.1369,            0.036055,            0.016034,           0.0064046,           0.0029433,           0.0029433,            0.060643
                 424,            0.056818,            0.027735,           0.0077116,              0.5132,             0.74451,             0.44849,             0.10622,            0.038078,            0.012368,           0.0088562,           0.0029451,           0.0029451,            0.060545
                 425,            0.050431,            0.025706,           0.0054418,             0.53544,             0.78022,             0.54563,             0.18064,            0.034702,            0.018916,           0.0023903,           0.0029469,           0.0029469,            0.060447
                 426,            0.051765,             0.02372,           0.0046498,             0.64978,             0.56593,             0.53377,             0.28409,            0.036631,            0.015134,           0.0012677,           0.0029486,           0.0029486,            0.060349
