               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 519,            0.049403,            0.021234,           0.0053498,            0.045409,             0.14286,             0.03184,           0.0055451,            0.053227,           0.0088756,            0.040094,           0.0029902,           0.0029902,             0.05109
                 520,            0.048517,             0.02264,           0.0040167,             0.61278,             0.17857,            0.067176,            0.012668,            0.047435,            0.017508,            0.053512,           0.0029894,           0.0029894,            0.050989
                 521,            0.045568,            0.022334,           0.0036377,            0.054248,             0.17857,            0.067249,           0.0089925,            0.052814,           0.0076352,            0.044085,           0.0029886,           0.0029886,            0.050889
                 522,            0.049794,            0.021345,           0.0029246,            0.018992,              0.3956,            0.012925,           0.0020987,            0.052646,           0.0084829,             0.04068,           0.0029878,           0.0029878,            0.050788
                 523,            0.051063,            0.021609,           0.0024912,             0.74921,            0.071089,            0.074145,            0.012205,            0.051188,           0.0094046,            0.027694,            0.002987,            0.002987,            0.050687
                 524,            0.048209,            0.021538,           0.0028614,             0.54247,             0.10714,            0.037158,           0.0052713,             0.04731,           0.0090608,            0.018025,           0.0029861,           0.0029861,            0.050586
                 525,            0.048477,            0.020791,           0.0036846,             0.51385,             0.63736,             0.48426,            0.077825,            0.039961,           0.0089233,            0.010435,           0.0029852,           0.0029852,            0.050485
                 526,            0.048405,             0.02205,           0.0044607,             0.68315,             0.37363,             0.43305,            0.092946,            0.036538,           0.0099974,           0.0093385,           0.0029843,           0.0029843,            0.050384
                 527,            0.050763,            0.020059,           0.0019027,              0.6481,             0.49061,              0.5108,             0.20404,            0.036448,           0.0089741,           0.0092129,           0.0029834,           0.0029834,            0.050283
                 528,            0.053654,            0.019884,           0.0033299,             0.22611,             0.40385,             0.15216,            0.024432,            0.038714,            0.014828,           0.0086121,           0.0029825,           0.0029825,            0.050182
                 529,              0.0483,            0.020751,           0.0022327,            0.033272,             0.32143,            0.037106,           0.0070112,            0.043039,            0.013398,            0.010854,           0.0029815,           0.0029815,            0.050081
                 530,            0.049787,            0.023082,           0.0053396,             0.62822,             0.60165,             0.55247,            0.097538,            0.034966,            0.012879,           0.0090009,           0.0029805,           0.0029805,             0.04998
                 531,             0.04431,            0.021415,           0.0036972,             0.87177,             0.45879,             0.46823,            0.090288,            0.037618,            0.010269,            0.008182,           0.0029795,           0.0029795,            0.049879
                 532,            0.048219,            0.021375,           0.0026583,             0.15695,             0.63736,             0.18734,            0.032214,            0.039632,            0.011528,           0.0087281,           0.0029784,           0.0029784,            0.049778
                 533,            0.049105,            0.025094,           0.0025782,             0.82359,             0.45879,             0.49966,            0.085474,            0.038263,            0.012557,            0.009684,           0.0029774,           0.0029774,            0.049677
                 534,            0.048879,            0.021243,            0.004156,             0.54418,             0.49176,             0.49503,            0.078871,            0.039889,            0.012213,           0.0087399,           0.0029763,           0.0029763,            0.049576
                 535,             0.04658,            0.021704,           0.0031555,             0.58421,             0.60165,             0.51397,             0.19885,            0.036198,           0.0099178,           0.0063635,           0.0029752,           0.0029752,            0.049475
                 536,            0.046842,            0.021689,           0.0033709,             0.52577,             0.60165,             0.51908,             0.13336,            0.039178,            0.012618,           0.0075989,            0.002974,            0.002974,            0.049374
                 537,            0.046631,             0.02278,           0.0029673,             0.94666,             0.45879,             0.53287,             0.22814,            0.031779,            0.010961,            0.011707,           0.0029729,           0.0029729,            0.049273
                 538,            0.048392,            0.021616,           0.0036032,             0.69858,             0.49725,             0.53234,             0.13098,            0.039477,            0.010705,            0.015054,           0.0029717,           0.0029717,            0.049172
                 539,            0.048532,            0.019599,            0.004993,             0.58878,             0.53553,             0.56012,             0.20847,             0.03561,           0.0095587,           0.0078868,           0.0029705,           0.0029705,            0.049071
                 540,            0.048208,            0.020155,           0.0033355,             0.49978,                 0.5,             0.52392,             0.21368,             0.03513,           0.0099017,            0.015655,           0.0029693,           0.0029693,            0.048969
                 541,            0.047532,            0.022819,           0.0034029,             0.99991,             0.42308,             0.44951,             0.22606,            0.033315,           0.0093944,            0.038634,            0.002968,            0.002968,            0.048868
                 542,            0.043096,            0.018808,           0.0020278,             0.99998,             0.42308,             0.44567,             0.13172,            0.036393,           0.0089035,            0.026275,           0.0029668,           0.0029668,            0.048767
                 543,            0.048358,            0.022454,           0.0031003,              0.9545,             0.38462,             0.36803,             0.04312,             0.03991,           0.0085876,            0.021502,           0.0029655,           0.0029655,            0.048665
                 544,            0.046924,            0.023036,           0.0027167,             0.99664,             0.38462,             0.41554,            0.073574,            0.040905,            0.009874,            0.025078,           0.0029642,           0.0029642,            0.048564
                 545,            0.048453,            0.021441,           0.0019745,             0.99998,             0.42308,              0.4493,            0.058052,            0.045996,           0.0092993,            0.020149,           0.0029628,           0.0029628,            0.048463
                 546,            0.045976,            0.024789,            0.002276,             0.85617,             0.19073,             0.17787,            0.021957,            0.045863,           0.0089899,            0.019429,           0.0029615,           0.0029615,            0.048361
                 547,            0.045799,            0.021027,           0.0019562,              0.9583,             0.42308,             0.43895,            0.054084,            0.044683,           0.0087687,            0.025582,           0.0029601,           0.0029601,             0.04826
                 548,            0.048475,            0.019712,           0.0015337,             0.99993,             0.42308,             0.45158,             0.14998,            0.040857,           0.0081124,            0.016973,           0.0029587,           0.0029587,            0.048159
                 549,            0.047389,            0.021407,           0.0033898,             0.99987,             0.42308,             0.44076,            0.070955,            0.037565,           0.0091172,            0.033789,           0.0029573,           0.0029573,            0.048057
                 550,            0.047059,            0.021911,           0.0039737,             0.92285,             0.42308,             0.39542,             0.15499,            0.036939,           0.0093991,            0.033506,           0.0029558,           0.0029558,            0.047956
                 551,            0.048494,            0.022872,            0.001597,             0.16652,             0.18956,            0.027209,           0.0043504,            0.043811,             0.01081,            0.043166,           0.0029544,           0.0029544,            0.047854
                 552,            0.046925,            0.021188,           0.0024935,             0.99745,             0.42308,             0.48454,             0.26498,            0.032169,           0.0098353,            0.032779,           0.0029529,           0.0029529,            0.047753
                 553,            0.047181,            0.023753,           0.0015924,             0.99995,             0.42308,             0.49272,             0.23743,             0.03141,           0.0097708,            0.023114,           0.0029514,           0.0029514,            0.047651
                 554,            0.044684,            0.022467,            0.002247,             0.59071,            0.076923,            0.038692,             0.00524,            0.043682,            0.010999,            0.038612,           0.0029499,           0.0029499,             0.04755
                 555,            0.047651,            0.021497,           0.0024072,            0.075285,                0.75,            0.095208,            0.035283,            0.036628,            0.010495,            0.022665,           0.0029483,           0.0029483,            0.047448
                 556,            0.047486,            0.021834,           0.0029953,             0.76049,             0.46154,             0.30614,            0.091519,            0.036279,            0.010678,            0.039159,           0.0029467,           0.0029467,            0.047347
                 557,            0.046036,            0.020992,           0.0020368,                   1,             0.49981,             0.51568,             0.28626,            0.032933,           0.0090057,            0.038301,           0.0029452,           0.0029452,            0.047245
                 558,             0.04407,            0.020918,             0.00171,             0.96373,                 0.5,             0.51065,             0.24011,            0.033939,            0.010091,            0.042138,           0.0029435,           0.0029435,            0.047144
                 559,            0.044768,            0.021883,           0.0042071,             0.99922,             0.46154,             0.53139,             0.26892,            0.035978,           0.0088925,            0.016132,           0.0029419,           0.0029419,            0.047042
                 560,             0.04801,            0.021929,           0.0018381,             0.53627,             0.56868,             0.62289,             0.24808,            0.035973,           0.0080766,           0.0036112,           0.0029403,           0.0029403,             0.04694
                 561,            0.045332,            0.020649,            0.002347,             0.54975,                0.75,              0.6876,             0.29321,            0.033004,           0.0083058,            0.002745,           0.0029386,           0.0029386,            0.046839
                 562,            0.046223,            0.021103,           0.0016373,             0.69134,             0.56922,             0.60008,             0.25417,            0.034723,           0.0082311,           0.0075443,           0.0029369,           0.0029369,            0.046737
                 563,            0.048106,            0.021789,           0.0031851,             0.99993,             0.46154,             0.50221,             0.16409,            0.039229,           0.0090851,            0.037468,           0.0029352,           0.0029352,            0.046635
                 564,            0.051124,            0.019631,           0.0049177,                   1,             0.49954,             0.56787,             0.37473,            0.029336,           0.0083292,             0.02066,           0.0029335,           0.0029335,            0.046533
                 565,             0.04586,            0.020832,              0.0021,             0.77382,             0.60714,             0.66008,             0.25861,            0.035886,           0.0079889,           0.0086918,           0.0029317,           0.0029317,            0.046432
                 566,            0.044535,            0.018501,           0.0048892,             0.99932,             0.42308,             0.46954,             0.22674,            0.036488,           0.0090452,            0.037743,           0.0029299,           0.0029299,             0.04633
                 567,            0.045703,            0.020531,           0.0027892,             0.99997,             0.42308,             0.47081,             0.21253,            0.037153,           0.0095755,            0.045844,           0.0029281,           0.0029281,            0.046228
                 568,            0.045315,            0.020118,           0.0041776,             0.74978,             0.81868,             0.85116,             0.36736,            0.026084,           0.0080741,          0.00066032,           0.0029263,           0.0029263,            0.046126
                 569,            0.046647,            0.021257,           0.0029193,             0.59288,             0.53571,             0.53123,             0.24849,            0.035804,           0.0091374,           0.0072644,           0.0029245,           0.0029245,            0.046024
                 570,            0.048672,            0.021293,           0.0033725,             0.96091,             0.46154,             0.51806,             0.17989,            0.033999,            0.012746,            0.021788,           0.0029226,           0.0029226,            0.045923
                 571,            0.045835,            0.019734,           0.0018284,                   1,             0.46152,             0.54619,             0.17963,             0.03796,           0.0094998,           0.0089639,           0.0029208,           0.0029208,            0.045821
                 572,             0.04708,            0.017833,           0.0052986,             0.59039,             0.45879,             0.48573,             0.12824,            0.034799,           0.0094736,           0.0074291,           0.0029189,           0.0029189,            0.045719
                 573,            0.044969,            0.025018,           0.0016854,             0.40957,             0.30495,             0.26247,            0.031433,            0.038965,            0.009438,           0.0084205,            0.002917,            0.002917,            0.045617
                 574,            0.045735,            0.020694,           0.0018809,             0.53413,             0.41985,             0.41162,            0.061542,            0.032826,           0.0096683,           0.0089472,            0.002915,            0.002915,            0.045515
                 575,            0.043311,            0.019849,           0.0027286,             0.89209,             0.49177,             0.56047,            0.079935,            0.030922,            0.009384,           0.0078787,           0.0029131,           0.0029131,            0.045413
                 576,            0.048751,            0.021378,           0.0016336,             0.92763,             0.49725,             0.55615,             0.15574,            0.027477,           0.0097203,            0.012412,           0.0029111,           0.0029111,            0.045311
                 577,            0.045778,            0.019237,           0.0029081,                   1,             0.42149,             0.47902,            0.081191,             0.03696,           0.0098246,            0.021533,           0.0029091,           0.0029091,            0.045209
                 578,            0.045689,            0.021086,            0.001666,                   1,              0.4226,             0.47238,             0.17942,            0.032026,            0.011278,             0.03509,           0.0029071,           0.0029071,            0.045107
                 579,            0.046094,            0.019632,           0.0022136,             0.99991,             0.42308,             0.48602,             0.13951,            0.034312,           0.0092245,            0.013819,           0.0029051,           0.0029051,            0.045005
                 580,            0.047362,             0.01921,           0.0022202,             0.93333,                 0.5,             0.54956,             0.17053,            0.030726,           0.0094809,            0.016781,            0.002903,            0.002903,            0.044903
                 581,            0.046921,            0.024381,           0.0018008,                   1,             0.46148,             0.52046,            0.082693,            0.034348,           0.0090589,              0.0242,            0.002901,            0.002901,            0.044801
                 582,            0.045379,            0.022321,           0.0019117,             0.95442,             0.38462,             0.39493,            0.049855,            0.034185,           0.0091938,            0.028043,           0.0028989,           0.0028989,            0.044699
                 583,            0.045292,            0.020432,           0.0017203,             0.99992,             0.42308,             0.50667,             0.10992,            0.033361,           0.0086507,            0.028023,           0.0028968,           0.0028968,            0.044597
                 584,            0.046592,            0.020061,           0.0013101,             0.99995,             0.42308,             0.54516,             0.26839,            0.026646,           0.0087891,           0.0099622,           0.0028947,           0.0028947,            0.044495
                 585,            0.045309,            0.018546,           0.0013534,             0.63992,             0.45836,             0.54636,             0.10854,            0.031004,            0.008878,           0.0059162,           0.0028925,           0.0028925,            0.044393
                 586,            0.046622,            0.020465,           0.0043379,             0.99997,             0.42308,             0.58828,             0.24583,             0.02882,           0.0081122,            0.005746,           0.0028904,           0.0028904,             0.04429
                 587,            0.047067,            0.019877,           0.0018882,             0.97411,             0.53287,             0.64649,             0.35424,            0.026632,           0.0077385,           0.0070109,           0.0028882,           0.0028882,            0.044188
                 588,            0.044508,            0.021081,           0.0029872,             0.99987,             0.42308,             0.48016,             0.12899,            0.032875,           0.0096472,            0.037629,            0.002886,            0.002886,            0.044086
                 589,            0.045006,             0.02092,           0.0023447,             0.99988,             0.42308,             0.49012,            0.099085,            0.035587,           0.0094136,            0.040659,           0.0028838,           0.0028838,            0.043984
                 590,            0.046322,            0.021289,           0.0021573,             0.69345,             0.46154,             0.21121,            0.031002,            0.039117,           0.0089255,            0.041944,           0.0028816,           0.0028816,            0.043882
                 591,            0.044281,            0.020323,           0.0022831,            0.040076,             0.28571,            0.031704,           0.0075098,            0.048614,           0.0077456,            0.026732,           0.0028793,           0.0028793,            0.043779
                 592,            0.042328,            0.020333,           0.0020458,            0.045149,             0.21429,            0.038483,           0.0075443,            0.054118,           0.0076791,            0.017103,           0.0028771,           0.0028771,            0.043677
                 593,            0.045516,            0.020714,           0.0030909,             0.99982,             0.42308,             0.50449,             0.15643,            0.031892,           0.0086043,             0.01244,           0.0028748,           0.0028748,            0.043575
                 594,            0.045482,            0.021518,           0.0031885,             0.36824,             0.71154,             0.62038,             0.38977,            0.025582,           0.0081436,           0.0065488,           0.0028725,           0.0028725,            0.043472
                 595,            0.043614,             0.01913,            0.001216,             0.64946,             0.63868,             0.68366,             0.24468,            0.030158,             0.00817,           0.0030148,           0.0028702,           0.0028702,             0.04337
                 596,            0.045679,            0.022588,           0.0038354,             0.53946,             0.53022,             0.49458,             0.33204,            0.036027,           0.0074712,           0.0070309,           0.0028679,           0.0028679,            0.043268
                 597,             0.04188,            0.019655,            0.001962,             0.99989,             0.42308,             0.42688,             0.19917,            0.043835,           0.0086716,            0.010595,           0.0028655,           0.0028655,            0.043166
                 598,            0.047231,            0.020439,           0.0018231,             0.99998,             0.42308,             0.43545,             0.19923,            0.040412,           0.0085282,           0.0091676,           0.0028631,           0.0028631,            0.043063
                 599,            0.041973,            0.018908,           0.0024921,             0.99987,             0.42308,             0.45674,             0.23865,            0.036877,           0.0078889,           0.0088089,           0.0028608,           0.0028608,            0.042961
                 600,            0.044932,            0.022116,           0.0011971,             0.99994,             0.42308,             0.48194,             0.26311,             0.03565,           0.0077384,           0.0091597,           0.0028584,           0.0028584,            0.042858
                 601,            0.043328,             0.01788,           0.0017368,             0.66287,             0.49451,             0.50743,             0.33533,             0.03413,           0.0080483,             0.00796,           0.0028559,           0.0028559,            0.042756
                 602,            0.045212,            0.019578,           0.0021612,             0.58292,             0.60011,             0.51409,             0.29955,            0.039681,           0.0078431,           0.0065246,           0.0028535,           0.0028535,            0.042654
                 603,            0.046804,            0.020082,           0.0039124,             0.49075,             0.53022,             0.48406,             0.17109,            0.032707,           0.0086284,           0.0076217,           0.0028511,           0.0028511,            0.042551
                 604,            0.045229,            0.020491,           0.0029316,             0.44349,             0.56381,             0.49631,             0.22968,            0.035194,            0.010513,           0.0069813,           0.0028486,           0.0028486,            0.042449
                 605,            0.042887,            0.020565,           0.0019841,             0.56673,             0.67308,               0.517,              0.3141,            0.033004,            0.010649,           0.0062938,           0.0028461,           0.0028461,            0.042346
                 606,            0.045132,            0.021128,           0.0035766,             0.53303,             0.53022,             0.53625,             0.22689,              0.0345,           0.0098735,           0.0074145,           0.0028436,           0.0028436,            0.042244
                 607,            0.046088,            0.019769,           0.0025943,             0.38547,             0.64011,             0.53678,             0.13557,            0.031741,           0.0099771,           0.0071038,           0.0028411,           0.0028411,            0.042141
                 608,            0.045711,            0.020498,           0.0044701,             0.55714,             0.56485,             0.50565,             0.26954,            0.032932,           0.0086211,           0.0056937,           0.0028386,           0.0028386,            0.042039
                 609,            0.043921,            0.018481,           0.0016397,             0.57323,             0.56593,             0.52319,             0.12969,            0.036312,           0.0077694,           0.0091797,            0.002836,            0.002836,            0.041936
                 610,            0.043914,             0.02146,           0.0025458,             0.66513,              0.5295,             0.51708,             0.18491,            0.036811,           0.0070508,           0.0091807,           0.0028335,           0.0028335,            0.041833
                 611,            0.044438,            0.019345,           0.0015979,             0.99909,             0.42308,             0.55059,             0.19177,            0.037132,           0.0070687,           0.0086429,           0.0028309,           0.0028309,            0.041731
                 612,            0.045393,            0.018996,           0.0010035,              0.5464,             0.53022,             0.46449,             0.24713,            0.035627,           0.0071502,           0.0090916,           0.0028283,           0.0028283,            0.041628
                 613,            0.045632,            0.021018,           0.0016681,             0.64473,             0.56547,              0.5396,             0.24045,            0.036042,           0.0073828,            0.009157,           0.0028257,           0.0028257,            0.041526
                 614,            0.038513,            0.020233,           0.0015879,             0.44701,             0.56571,             0.52689,             0.21052,            0.036063,           0.0077235,           0.0090707,           0.0028231,           0.0028231,            0.041423
                 615,            0.045033,            0.019871,           0.0024029,             0.99971,             0.42308,             0.49721,             0.24012,            0.037096,           0.0075088,           0.0085952,           0.0028205,           0.0028205,             0.04132
                 616,            0.047753,            0.017524,           0.0023708,             0.32956,             0.70878,             0.50774,             0.17974,            0.034293,           0.0082552,           0.0077786,           0.0028178,           0.0028178,            0.041218
                 617,            0.043297,            0.019948,           0.0033403,             0.68663,             0.63736,             0.61881,             0.15601,            0.038171,           0.0081936,           0.0055524,           0.0028151,           0.0028151,            0.041115
                 618,            0.045065,            0.018845,           0.0034609,             0.60872,             0.60112,             0.52868,            0.078401,            0.041729,           0.0087383,           0.0021787,           0.0028125,           0.0028125,            0.041012
                 619,            0.044378,            0.019242,            0.001518,             0.05161,             0.58717,            0.076935,            0.013399,            0.050905,           0.0077203,           0.0022314,           0.0028098,           0.0028098,             0.04091
                 620,            0.044853,             0.02107,           0.0018395,             0.63997,             0.45879,             0.54761,              0.2516,            0.035232,           0.0072174,           0.0013383,           0.0028071,           0.0028071,            0.040807
                 621,            0.044583,            0.021547,           0.0031992,             0.99982,             0.42308,             0.44609,             0.27046,            0.035037,           0.0069749,           0.0054066,           0.0028043,           0.0028043,            0.040704
                 622,            0.041969,            0.021646,           0.0021189,             0.81389,             0.53022,             0.58392,             0.34863,             0.03113,           0.0071848,           0.0042883,           0.0028016,           0.0028016,            0.040602
                 623,            0.041943,            0.019469,           0.0028367,             0.86678,              0.5987,             0.72928,             0.37061,            0.026155,           0.0080225,           0.0035156,           0.0027988,           0.0027988,            0.040499
                 624,             0.04498,            0.020445,           0.0043401,             0.50886,            0.035714,           0.0011936,          0.00020495,            0.069442,           0.0058479,            0.034502,           0.0027961,           0.0027961,            0.040396
                 625,            0.043844,            0.017881,           0.0021377,             0.50861,            0.035714,           0.0016671,           0.0003723,            0.072582,           0.0057912,            0.028042,           0.0027933,           0.0027933,            0.040293
                 626,            0.043651,            0.018683,            0.001947,            0.002778,            0.035714,          0.00060113,          7.8833e-05,            0.076867,           0.0052235,            0.027773,           0.0027905,           0.0027905,             0.04019
                 627,            0.040658,             0.01667,          0.00082991,             0.51878,            0.035714,           0.0019519,          0.00019519,            0.073651,           0.0057144,            0.027583,           0.0027877,           0.0027877,            0.040088
                 628,             0.04462,            0.020591,           0.0031477,             0.50338,            0.035714,          0.00068991,          6.8991e-05,            0.070278,           0.0060988,            0.028309,           0.0027849,           0.0027849,            0.039985
                 629,            0.043866,            0.019366,           0.0017607,             0.50219,            0.035714,          0.00097052,          0.00013877,            0.065966,           0.0064394,            0.030982,            0.002782,            0.002782,            0.039882
                 630,            0.044429,            0.021037,           0.0025713,             0.50347,            0.071429,          0.00083684,          0.00014451,            0.066032,           0.0061666,            0.032506,           0.0027792,           0.0027792,            0.039779
                 631,            0.042236,            0.018125,           0.0019129,             0.50788,            0.071429,           0.0019162,          0.00019162,            0.065404,           0.0060824,            0.036799,           0.0027763,           0.0027763,            0.039676
                 632,            0.047864,             0.02092,           0.0020678,             0.50646,            0.035714,          0.00094464,          9.4464e-05,            0.068669,           0.0055863,            0.036502,           0.0027735,           0.0027735,            0.039573
                 633,            0.047365,            0.019271,           0.0021164,             0.50427,            0.035714,          0.00051681,          0.00010336,            0.074952,           0.0051295,             0.03418,           0.0027706,           0.0027706,            0.039471
                 634,            0.045509,            0.019442,           0.0015796,             0.51224,            0.035714,           0.0011116,          0.00011116,            0.075285,           0.0052217,            0.035478,           0.0027677,           0.0027677,            0.039368
                 635,            0.045166,            0.020956,           0.0013838,             0.51064,            0.035714,          0.00094985,          9.4985e-05,             0.07345,           0.0055149,            0.036341,           0.0027648,           0.0027648,            0.039265
                 636,            0.041283,            0.021227,           0.0021417,             0.52774,            0.071429,           0.0054193,            0.001231,            0.062399,           0.0074119,            0.054915,           0.0027618,           0.0027618,            0.039162
                 637,            0.045735,            0.017953,           0.0032528,             0.54401,            0.035714,           0.0053879,          0.00082656,            0.068851,           0.0060701,            0.044804,           0.0027589,           0.0027589,            0.039059
                 638,            0.047296,            0.021713,           0.0019677,             0.51299,            0.035714,           0.0012543,          0.00045209,            0.069376,           0.0063228,            0.043883,           0.0027559,           0.0027559,            0.038956
                 639,            0.042317,            0.020528,           0.0027367,             0.50911,            0.035714,          0.00082898,          8.2898e-05,            0.074791,           0.0054678,            0.035692,            0.002753,            0.002753,            0.038853
                 640,            0.044454,            0.020212,           0.0012381,              0.5354,            0.071429,           0.0094722,           0.0013829,            0.053171,           0.0086152,            0.048003,             0.00275,             0.00275,             0.03875
                 641,            0.042751,            0.019966,           0.0018975,             0.55745,             0.56593,             0.52857,             0.28781,            0.034319,            0.010035,           0.0076233,            0.002747,            0.002747,            0.038647
                 642,            0.042883,            0.016285,           0.0011954,             0.53983,             0.60085,             0.54475,             0.26334,             0.03649,            0.008127,           0.0066759,            0.002744,            0.002744,            0.038544
                 643,            0.046017,            0.019057,           0.0014428,             0.62439,             0.63736,             0.55493,             0.36858,             0.03394,           0.0091583,           0.0055665,            0.002741,            0.002741,            0.038441
                 644,            0.041333,            0.017287,           0.0011502,             0.40261,             0.67308,             0.56981,              0.1626,            0.039404,           0.0094356,            0.005041,            0.002738,            0.002738,            0.038338
                 645,            0.041122,             0.01957,          0.00093871,             0.53966,             0.71154,             0.55909,             0.31955,            0.035439,            0.013417,           0.0060181,            0.002735,            0.002735,            0.038235
                 646,            0.044581,            0.019688,            0.004626,             0.68514,             0.53022,             0.51899,             0.28594,            0.039195,           0.0075712,           0.0069172,           0.0027319,           0.0027319,            0.038132
                 647,            0.044441,            0.020522,           0.0030999,             0.65162,             0.56593,             0.52838,             0.32948,            0.036301,            0.010024,            0.007243,           0.0027289,           0.0027289,            0.038029
                 648,            0.041728,            0.021079,           0.0020946,            0.086035,             0.81319,             0.10688,            0.027241,            0.039284,             0.01866,           0.0094502,           0.0027258,           0.0027258,            0.037926
                 649,            0.043352,            0.021706,           0.0014085,            0.043686,             0.10714,            0.031843,           0.0076735,            0.043451,            0.023756,             0.02001,           0.0027227,           0.0027227,            0.037823
                 650,            0.043076,            0.019121,            0.001336,            0.025157,              0.3956,            0.029525,           0.0067805,            0.040283,            0.025278,            0.019164,           0.0027196,           0.0027196,             0.03772
                 651,            0.040248,            0.017639,           0.0019708,            0.024547,             0.32418,            0.022673,           0.0045868,            0.041605,            0.025083,            0.025696,           0.0027165,           0.0027165,            0.037617
                 652,             0.04396,            0.018149,           0.0026636,             0.02414,             0.39835,            0.018005,            0.003657,            0.053566,             0.02191,            0.048352,           0.0027134,           0.0027134,            0.037513
                 653,            0.042915,            0.019524,           0.0013396,            0.029556,             0.25275,            0.030717,           0.0076006,            0.037066,            0.021455,            0.019843,           0.0027103,           0.0027103,             0.03741
                 654,            0.041543,             0.02202,           0.0012319,            0.077658,             0.25275,            0.083376,             0.01491,            0.041333,             0.01516,            0.011664,           0.0027072,           0.0027072,            0.037307
                 655,             0.04117,            0.018912,           0.0013855,             0.69673,            0.071429,            0.099283,            0.017425,             0.04531,             0.01251,              0.0129,            0.002704,            0.002704,            0.037204
                 656,            0.038843,            0.017341,           0.0035763,             0.11541,             0.14286,             0.13133,            0.030589,            0.037504,            0.013103,           0.0079102,           0.0027009,           0.0027009,            0.037101
                 657,            0.043267,            0.019933,           0.0018097,             0.19826,             0.78297,                0.24,            0.079344,            0.037956,            0.011669,           0.0064596,           0.0026977,           0.0026977,            0.036998
                 658,            0.039747,            0.018803,           0.0011693,             0.18891,              0.6044,             0.20974,            0.067245,             0.03699,            0.015852,           0.0095495,           0.0026945,           0.0026945,            0.036895
                 659,            0.042946,            0.019407,           0.0014278,             0.17658,             0.21978,            0.090131,            0.023939,            0.044748,            0.012888,            0.025074,           0.0026914,           0.0026914,            0.036791
                 660,            0.043732,             0.01976,           0.0022295,             0.70468,              0.6044,              0.5781,             0.27358,            0.029788,           0.0086697,           0.0041717,           0.0026882,           0.0026882,            0.036688
                 661,            0.043447,            0.020133,           0.0033725,              0.6275,             0.59692,             0.53686,             0.30887,            0.034361,           0.0063068,           0.0078531,            0.002685,            0.002685,            0.036585
                 662,            0.044019,            0.021476,            0.001442,             0.65906,             0.60165,             0.52966,             0.33895,            0.030036,           0.0065674,           0.0081068,           0.0026818,           0.0026818,            0.036482
                 663,            0.041587,            0.019134,           0.0011238,             0.67602,             0.53022,             0.48668,             0.31185,            0.036747,           0.0066794,           0.0087585,           0.0026785,           0.0026785,            0.036379
                 664,            0.040678,            0.019308,           0.0015266,             0.58136,             0.60165,             0.52017,             0.33845,            0.027969,           0.0075794,           0.0078728,           0.0026753,           0.0026753,            0.036275
                 665,            0.039761,            0.018504,           0.0030543,              0.6038,             0.49436,             0.47023,             0.26918,             0.03611,           0.0074104,           0.0076478,           0.0026721,           0.0026721,            0.036172
                 666,            0.047313,            0.019555,           0.0011829,             0.53722,             0.49377,             0.45216,             0.28883,            0.034003,            0.007893,           0.0075765,           0.0026688,           0.0026688,            0.036069
                 667,            0.044155,            0.019148,           0.0026609,             0.53986,             0.45879,             0.48024,             0.27095,              0.0333,            0.008428,           0.0075465,           0.0026656,           0.0026656,            0.035966
                 668,            0.039582,            0.020661,           0.0019161,             0.99995,             0.42308,             0.44975,              0.3214,            0.034041,           0.0083989,            0.010006,           0.0026623,           0.0026623,            0.035862
                 669,            0.042354,            0.018065,           0.0021114,             0.99991,             0.42308,               0.463,             0.17497,            0.041029,           0.0086136,           0.0066928,            0.002659,            0.002659,            0.035759
                 670,            0.048244,            0.017327,           0.0025616,             0.47655,             0.49451,             0.46417,             0.27694,             0.04127,            0.008066,           0.0054291,           0.0026558,           0.0026558,            0.035656
                 671,            0.044141,            0.018036,           0.0016052,             0.53326,             0.49451,              0.4976,              0.2308,             0.03497,           0.0079337,           0.0037778,           0.0026525,           0.0026525,            0.035552
                 672,            0.042618,            0.021469,           0.0021725,             0.53973,             0.53022,             0.51813,             0.27219,            0.033956,           0.0075934,           0.0031846,           0.0026492,           0.0026492,            0.035449
